Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
uber-common/jvm-profiler,ee9f325f71a139aa352b36a91e122b8a27f1d5a5,null,15,0,6,7,2
uber-common/jvm-profiler,dd9583e224978b75b9f3e8293050f1043d5e4c4b,0.0.8,17,0,7,9,1
uber-common/jvm-profiler,70d1395bc0aad7c6ec8e57196449c879457aa9f9,null,15,0,6,7,2
uber-common/jvm-profiler,6060e960ab5a1e98a661755fa0ad3df834589420,null,16,0,7,7,2
prometheus/cloudwatch_exporter,8aa4ab117a6934f62c013df50deb6a2d248d30c5,0.1.0,29,0,17,8,4
prometheus/cloudwatch_exporter,3544df2f40c843ed0685a4ce137a44f72be3d054,0.2,26,0,15,8,3
prometheus/cloudwatch_exporter,8fa93f22134d5666b5296af5957db569755538f2,0.8.0,29,1,15,9,4
prometheus/cloudwatch_exporter,1932cebc36392804628fad76335742072fad7e6c,null,29,1,15,9,4
prometheus/cloudwatch_exporter,1dcaf36e47a7ea2467c3f3b0a04b807c432d3987,0.7.0,29,1,15,9,4
prometheus/cloudwatch_exporter,5443a5e6bf1e5e1115bb44a94d1de9441d273488,null,29,1,15,9,4
prometheus/cloudwatch_exporter,3605714bf8ad264338e0367246bb839ae7045a2f,0.1,25,0,17,7,1
prometheus/cloudwatch_exporter,31f43c4cf27ed08760d4cdef98e8dd2d5b73afa5,null,29,1,15,9,4
prometheus/cloudwatch_exporter,72c4c65b461d4d5849b99972b6f41309f6ef2f64,0.4,29,0,17,8,4
prometheus/cloudwatch_exporter,b332d94e5bb92297240f67009a6523e802ab35d2,0.6.0,28,1,15,8,4
prometheus/cloudwatch_exporter,6444d0611f4dc82adc314a611c5a88f5a84820c9,null,29,1,15,9,4
prometheus/cloudwatch_exporter,e43b75399e88cbd6bb3ed0b8d405135c63454c6c,0.3,29,0,17,8,4
prometheus/cloudwatch_exporter,481ca7395d309d0e51d88994f56a8f6ccae5f92d,null,29,1,15,9,4
prometheus/cloudwatch_exporter,3808a32a8159b86598124c8fca691335e87ac18d,0.9.0,29,1,15,9,4
prometheus/cloudwatch_exporter,2a56dc76c5c89a7799829ab417ec1c11885ea59c,0.5.0,29,0,17,8,4
gitbucket/markedj,cc638d5cc11a40aef07d9ad2094338998ab009b5,1.0.9,2,0,1,1,0
gitbucket/markedj,48b0921150b2f0f3d7fa346f805832f79c1cbab4,null,3,0,1,2,0
gitbucket/markedj,ef07493d3fdb13a3e55b430f965b63743f7625af,1.0.2,2,0,1,1,0
gitbucket/markedj,f3f39e18c7a108df5ef8123fb8e7a24e6b57c132,1.0.11,3,0,1,2,0
gitbucket/markedj,fc1018d5b7736eff9b345c53b391daec2ad2ec6b,1.0.1,2,0,1,1,0
gitbucket/markedj,3295e4ac0e2afd690d37d734b73e240a03330500,1.0.4,2,0,1,1,0
gitbucket/markedj,054e09feefe84b61ffc731a34c244c705d906e83,1.0.3,2,0,1,1,0
gitbucket/markedj,79dbbe04a7f1a2138da28da0b254641c2b3e6e84,1.0.10,2,0,1,1,0
gitbucket/markedj,889a295515c4186574c185c9faefc126d730831f,1.0.14,3,0,1,2,0
gitbucket/markedj,5748bd2deab1dca70fba344ca7d057226c99acdc,1.0.8,2,0,1,1,0
gitbucket/markedj,0a8c1f57302b4e0b16f19ebcc5ac493794b24b1c,1.0.12,3,0,1,2,0
gitbucket/markedj,679ed37fa55fd0ed785742bade15bc48ed5760bb,1.0.5,2,0,1,1,0
gitbucket/markedj,695f1cd0ac7207d00c789f758734cfd05a18d931,1.0.13,3,0,1,2,0
gitbucket/markedj,edbb8ea68d39afc30f8966347d29894e13d1b9c9,1.0.7,2,0,1,1,0
gitbucket/markedj,9f156c78df7ec1b99c2a5daa65352cc09aae4877,1.0.15,3,0,1,2,0
gitbucket/markedj,043083914592670b9937555949f413bd421ee623,1.0.6,2,0,1,1,0
gitbucket/markedj,3b6d4bc5640ae7a51605cd7bc8d6d6aff04d6c9a,1.0.0,1,1,0,0,0
gitbucket/markedj,5e689b58e11d8403c561a9390eb0b21347ca809f,1.0.16,3,0,1,2,0
ilpersi/BHBot,64149b711521d99484dd9a68acec32aa1286dd89,46.5,33,4,19,3,7
ilpersi/BHBot,6fb2873a0c6b0acf612563832fdaf532720f31d4,46.1,33,2,16,5,10
ilpersi/BHBot,6d6e347563acd2d26d670fdf18003ee08fb04660,null,32,2,17,4,9
ilpersi/BHBot,e614d54f3ea7521899dd7ce71677e0b51ea8ba05,46.3,33,2,16,5,10
ilpersi/BHBot,8df82faca20a74d747fa026d4be6c1c75e7bc29c,45,32,2,17,4,9
ilpersi/BHBot,bed8df2e36f27ed807f5d882efc0ad413ab0cc60,45.2,32,2,17,4,9
ilpersi/BHBot,3ee23db7040ff4e16b2f67edc08b77e6e133ae02,34,26,1,24,0,1
ilpersi/BHBot,5de06838cca1620ac4331afec0407d318e6259c8,46,33,2,16,5,10
ilpersi/BHBot,7fc5e326f01a4233dbe0d3e82738f2802dde73af,46.2,33,2,16,5,10
ilpersi/BHBot,216cf79bf13f016143770785e87bddd1953764aa,45.1,32,2,17,4,9
sbaudoin/yamllint,baa51d72a7b97fc591346630e70e3647123645f5,1.1.0,18,0,6,8,4
sbaudoin/yamllint,174d93e334318a889b7ddd55118b461826258e5f,null,19,1,6,7,5
sbaudoin/yamllint,b7d43a037f4f420ae93c0ebbfcd47e9847681f73,1.4.0-SNASHOT,18,1,5,7,5
sbaudoin/yamllint,69b3895ad5e67dcf7a57dc7b7f6d6c830fc5b625,1.2.1,18,0,6,8,4
sbaudoin/yamllint,b655137ba9cfd0c685721eea300df56f27a178c3,1.2.0,18,0,6,8,4
sbaudoin/yamllint,bec23ac582d7f36a60bdf95e2f7cb4f4e3de1ff0,1.0.0,18,0,6,8,4
sbaudoin/yamllint,d43ceef69a8611f315f0e68c35c4560eb1156271,1.0.1,18,0,6,8,4
sbaudoin/yamllint,637d50ed511539d19b6fe2711ad78fea642192c6,1.3.1,18,1,5,7,5
sbaudoin/yamllint,2c23c24bf2587369c200d21efd1a5f779890ef5c,1.2.2,19,1,6,8,4
sbaudoin/yamllint,5a891cc7ff724afd84b2cb58ac6cc99903c9f09c,1.3.0,18,1,5,7,5
mvallim/java-fluent-validator,ccedfeafb8a77123d58f082013aa9f4e78b53bc2,1.7.1,15,3,6,5,1
mvallim/java-fluent-validator,351f77b27cc9aa45786b0cb81bb6036a819842c4,1.6.0,15,3,6,5,1
mvallim/java-fluent-validator,68326c3b60ae0aea1baecdf752b1c0512fc58262,1.9.0,15,3,5,5,2
mvallim/java-fluent-validator,76d5abdd987434c0c8c152623822e101435655d7,0.0.3,4,1,0,2,1
mvallim/java-fluent-validator,8c2547e64633072f557e642ec856e8277b003f48,1.7.3,15,3,6,5,1
mvallim/java-fluent-validator,cc4cd3dc767acf781e903b5421e70fa2b84cd9f0,1.8.1,15,3,5,5,2
mvallim/java-fluent-validator,9aec004ef4136a8698f5dcc2e7af1351b3f8e9a4,1.9.1,15,3,5,5,2
mvallim/java-fluent-validator,ca419effa6a6f0f3f7adb057cc16ad3e6ab37bc1,1.8.0,15,3,6,5,1
mvallim/java-fluent-validator,fe7cc078e509e8206beac77379841ec876c21e4b,0.0.7,13,2,6,4,1
mvallim/java-fluent-validator,3556188c6ea201056bd2aeeca36c18972d842cac,1.1.2,14,3,6,4,1
mvallim/java-fluent-validator,b852a7ac4b563b35b07c2a1f843ec615a64ff416,1.6.1,15,3,6,5,1
mvallim/java-fluent-validator,bd78e6480ded38ef7e684ccf125cc8778f803e48,0.0.1,3,0,0,2,1
mvallim/java-fluent-validator,f8ec49c83bc30ae10c7379602658f09e117a048f,1.0.1,14,3,6,4,1
mvallim/java-fluent-validator,787c10e73e1b8938f0b8a94ef8763bbed972ec3f,1.1.1,14,3,6,4,1
mvallim/java-fluent-validator,4588cb56d15b4051e4c97943eede15bddc707698,0.0.2,4,1,0,2,1
mvallim/java-fluent-validator,be95478fd3467f15c6b72856b7662f8a8ef45d9b,0.0.4,4,1,0,2,1
mvallim/java-fluent-validator,17e0efea2e622a07b5170d9c6724b23496d93c93,1.7.0,15,3,6,5,1
mvallim/java-fluent-validator,2199af63d55c4aa3dddab5b4e620ee0a13dac390,1.2.1,15,3,6,5,1
mvallim/java-fluent-validator,5126d62d3cecab21028873ef4137834543ca6180,1.7.6,15,3,6,5,1
mvallim/java-fluent-validator,e63c9dcc30a3f72b64c19f8b0f2393f6aa0634e9,1.1.0,14,3,6,4,1
mvallim/java-fluent-validator,b16582318f706ba9eced67c36ab83d68f13f983c,1.7.4,15,3,6,5,1
mvallim/java-fluent-validator,95e01e4cf4d4f7b2852cfb75673ad2dc06fb06bc,1.7.5,15,3,6,5,1
mvallim/java-fluent-validator,ade9369aced02a40fdf209166c42bc01ec2fcf30,1.0.0,14,3,6,4,1
mvallim/java-fluent-validator,7714871a8c3cef0744cff5b12f542b33958ba703,1.7.2,15,3,6,5,1
mvallim/java-fluent-validator,1de1397a6249cdb900a5ee3739d2a4df4648a87a,1.2.0,15,3,6,5,1
mvallim/java-fluent-validator,33a02412272aeef81914c2a2b5a949e0f2320409,1.4.0,15,3,6,5,1
mvallim/java-fluent-validator,03c277cb26022ee04f76cae567bc39456cb4daf9,0.0.9,14,3,6,4,1
mvallim/java-fluent-validator,82ac7e12abfce6fcdd24d7b89ebd67f489126a4e,1.5.0,15,3,6,5,1
mvallim/java-fluent-validator,0fe4ff870f8a2581e76ece434e0e8a437973b305,0.0.5,4,1,1,2,0
mvallim/java-fluent-validator,2562fade71c1304fa763594e8926f9faf5c24d80,1.3.0,15,3,6,5,1
mvallim/java-fluent-validator,9742dca01f9204566b4be54f42bb691b387f29d6,0.0.8,14,3,6,4,1
mvallim/java-fluent-validator,363d548f59f051601687d68194a2eb436fbc5c3d,0.0.6,13,2,6,4,1
mvallim/java-fluent-validator,1bc3b4859b98375d63b3373d4a8b970ce1226315,1.7.7,15,3,6,5,1
mvallim/java-fluent-validator,684fb345d5fa7ed42a709f91f6bb0a4d10de2a5e,null,15,3,5,5,2
M-Razavi/JavaPersianUtils.Core,72a1a0d2fc48d24e8a24d73f4029e9d0fd251ca8,1.3.8,12,5,1,3,3
M-Razavi/JavaPersianUtils.Core,dcb25f957446012d9d7564eb636d2fe97a1d0029,null,12,4,1,3,4
M-Razavi/JavaPersianUtils.Core,b99363dc8d01803ddc47bd0b133a7511f8457445,1.3.3,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,91749675063c792a5a787a0490ddacdf9a0893d5,1.3.6-snapshot,12,5,4,3,0
M-Razavi/JavaPersianUtils.Core,2968b61e2f5b04b944b6b402b14c7a17bc3b98b2,1.3.9,12,4,1,4,3
M-Razavi/JavaPersianUtils.Core,3d037053b17ee84d49f5ac2849a24db67352c46e,1.3.1,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,6e07e925af686dbcbfbf5209c90f3efe55f45854,1.3.4,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,b297642ffc5a98361a6e770b0a1f5d043dbaadfc,1.2,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,b6b07b15d61940b40570e08f1ea6d2bdd6c3a089,1.3.9.3,12,4,1,4,3
M-Razavi/JavaPersianUtils.Core,2f8a13a9680cde30c35fcdc453dab2c49915b990,1.3.5,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,1621e678b6f3b17cc6db01fe9b413e908470608e,1.3.7,12,5,1,3,3
M-Razavi/JavaPersianUtils.Core,3f5930e676b75ef2e16dbd8b2095aacb9b6de6d0,1.3.6,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,3aafc69736b3dbed6b31ad1fdcef3ab2915029ec,1.3,11,3,5,3,0
M-Razavi/JavaPersianUtils.Core,4a20864f8781687d4b3b725bdab494b5d249d900,1.3.2,11,3,5,3,0
Bandwidth/java-bandwidth,e06b0af3965143a83b2f5b5aabc3953cba30d787,1.3,7,0,1,6,0
Bandwidth/java-bandwidth,a8bdc804c75393cfe0f486206d6ab8a77eab914e,1.0,7,0,1,6,0
Bandwidth/java-bandwidth,9007fc254e371c47a11a053d6511a8328a3960e4,1.1,7,0,1,6,0
objectify/objectify,0b9ff06fc8ab0e54f242b064632385b4b3dbe193,5.0,21,1,9,10,1
objectify/objectify,190999345e587b5dc3c30659ff1f41b8f1f01c47,5.0.2,21,1,9,10,1
objectify/objectify,7f812633bfdb221e9af6219153262ad5871c5c1f,4.0b1,18,1,8,8,1
objectify/objectify,c8a401fc2e8205c7f88d329b42bc1c91a7d57ddd,5.0.1,21,1,9,10,1
objectify/objectify,e52e8634ac8b6bd2a8f553a5b07886810ca67fdd,4.1,21,1,9,10,1
objectify/objectify,7c253ce1efe152337fc3b5fed97575e728248c81,6.0.5,68,2,44,11,11
objectify/objectify,dfccec34340d6477822278adc1a0ef1a06b39441,4.0rc1,68,2,44,11,11
objectify/objectify,98077d55dc1d9313524b5032f8bd09896780f6be,5.1.5,19,2,4,11,2
objectify/objectify,a12ee57ae9775765e151d85e47114f4c64b71f38,6.0.7,68,2,44,11,11
objectify/objectify,af980157b723dcc4b8659daa7662b8019d1cc69d,4.0rc2,21,1,9,10,1
objectify/objectify,8b12c3955ac849cac1a0f038acf88f73607b499f,6.0.6,68,2,44,11,11
objectify/objectify,2baf3b35ae63e9fbe79563140ba27bfe9e7c3807,6.0.4,66,1,45,11,9
objectify/objectify,457fb060b6ceaf5259e8aa5d2efa2778e904f311,null,66,1,45,10,10
objectify/objectify,71fdd83598f20e34222c8af8521bb1da23343c01,4.0.2,21,1,9,10,1
objectify/objectify,3a4c60c46a0e360cb0e88204bcee5f2da6827b89,5.0.3,21,1,9,10,1
objectify/objectify,b0a7a29f72fe5a7f1afa51572c30220c710f884d,4.0b3,18,1,8,8,1
objectify/objectify,3b0666240db1507788bb40cbe5094ab93c045fa8,4.0b2,18,1,8,8,1
davidmoten/rxjava2-extras,42344065bfebb8484193500c6897d27e4a7fc7af,0.1.16,23,3,8,9,3
davidmoten/rxjava2-extras,6dca17ad317e6b0c53c8d1c8c71710fc191512cf,0.1.25,23,3,8,9,3
davidmoten/rxjava2-extras,9d1cf15b528ca5fcdba58c36a5ab579ea8f9f7f9,0.1.33,24,3,9,9,3
davidmoten/rxjava2-extras,3d27a62a98631629b0bdfc520307eb81991cee53,0.1.22,23,3,8,9,3
davidmoten/rxjava2-extras,ed5e7bb7386c1fc8ed1a384c2959402762a12ce9,0.1.26,23,3,8,9,3
davidmoten/rxjava2-extras,90b19d5a9888ceec03d82e734c35d7d34cadb484,0.1.12,23,3,8,9,3
davidmoten/rxjava2-extras,17e4a586354678bc57a93296adf2da527187aff4,0.1.20,23,3,8,9,3
davidmoten/rxjava2-extras,46ac52aa33ae1a50d1bbfbb52dcbd38761b92525,0.1.14,23,3,8,9,3
davidmoten/rxjava2-extras,cec8ff8cf10c685c204dbbb2b5af5156a4d9b47f,0.1.5,23,3,8,9,3
davidmoten/rxjava2-extras,bafdd06cb67c3d61bcf26e280ef1023c9a396f10,0.1.21,23,3,8,9,3
davidmoten/rxjava2-extras,7a9c05db7b073185a704aaa73101649f7d709896,0.1.18,23,3,8,9,3
davidmoten/rxjava2-extras,68f71c9e26eadc43050e62aaf72dafb63df56c9c,0.1.6,23,3,8,10,2
davidmoten/rxjava2-extras,7a3036849516ef7e7aad5acf1fc00d1be8f668d8,0.1.13,23,3,8,9,3
davidmoten/rxjava2-extras,4377c9a4a526282d33904ee3b9a384c873564126,0.1.29,23,3,8,9,3
davidmoten/rxjava2-extras,2d20c3af5a0945cf074aa0fe4b07090d4933b2fa,0.1.35,24,3,9,9,3
davidmoten/rxjava2-extras,e320b75452f617adbb73394304a5601267c74b27,0.1.30,24,3,9,9,3
davidmoten/rxjava2-extras,46935e79bbcd1aedcab1c6d90ac461e305a5bef5,0.1.8,23,3,8,10,2
davidmoten/rxjava2-extras,8009a20625a3cedec6cac8237f258d650d3f2985,0.1.11,23,3,8,9,3
davidmoten/rxjava2-extras,b7bda1489c36213611bb3c07ed243ebec004646c,0.1.10,23,3,8,10,2
davidmoten/rxjava2-extras,ceaf9db3d1b661011ec4a6769638c7f6776e64e7,0.1.28,23,3,8,9,3
davidmoten/rxjava2-extras,700c8a7e89e6911534d1f8f0e770552363c987be,0.1.24,23,3,8,9,3
davidmoten/rxjava2-extras,0d8e7e5cad69fcb6b9667e48e2cb2d0c90b80813,null,24,3,9,8,4
davidmoten/rxjava2-extras,f8db6b25bbc9951270c7101b884df808c4c8058b,0.1.27,23,3,8,9,3
davidmoten/rxjava2-extras,04a0cfc77faec6b416609dd32acc46b068cebd1b,0.1.7,23,3,8,10,2
davidmoten/rxjava2-extras,1e91bf46ac96ac9f9e569434b16b12769b6b6da5,0.1,16,5,6,4,1
davidmoten/rxjava2-extras,a7b18bd1259372850644666a7053214bf572bca3,0.1.31,24,3,9,9,3
davidmoten/rxjava2-extras,b5b96545df3b3fed81da4962ed3ea9f446575a28,0.1.23,23,3,8,9,3
davidmoten/rxjava2-extras,d7f04cee08c86c76a802ddd92576bb8e64189226,0.1.2,19,4,6,7,2
davidmoten/rxjava2-extras,82e0d64a192ff54fda1436ebd4035c08888f646c,0.1.9,23,3,8,10,2
davidmoten/rxjava2-extras,5fa101221dcbcce6a0b509be291cb53b4e169e49,0.1.15,23,3,8,9,3
davidmoten/rxjava2-extras,031df7bda8b7d2f4c28ede02e6659e2882b17367,0.1.36,24,3,9,9,3
davidmoten/rxjava2-extras,831e472b2b80fad299c7f4fd76f517b7d9e06a76,0.1.38,24,3,9,9,3
davidmoten/rxjava2-extras,0bcc236fcd9f672706fd5294101b0f1b4b469fdb,0.1.4,23,3,8,9,3
davidmoten/rxjava2-extras,07c2de5502e6271d0bdf5c4126cfbdc9ffe59e7c,0.1.1,19,4,6,7,2
davidmoten/rxjava2-extras,7dd2719a649f1bcf92a0b32e6593089dc4ad014b,0.1.19,23,3,8,9,3
davidmoten/rxjava2-extras,3441e112a201c6c5196c190925021cb586c10a5e,0.1.37,24,3,9,9,3
davidmoten/rxjava2-extras,682dbb50ae9133f6539c6d0a895cc5d9958ac20a,0.1.3,23,4,8,8,3
davidmoten/rxjava2-extras,0539593d6576d2bb5c04021eed88caa85698e0a8,0.1.34,24,3,9,9,3
pires/hazelcast-kubernetes-bootstrapper,a107a2552d23c7285b413d7068d88f2e3e6378b5,0.6,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,5d18ae7253635e3c3a81ef4b855df51c0c81c0f2,0.6.2,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,08b00cd68e1a850c46719386f2a312e5ec345bdc,0.6.1,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,af5392eb72d889d3e446dee3970d6990e136a6b4,0.5,25,2,16,3,4
pires/hazelcast-kubernetes-bootstrapper,2ef0aae5a2b8c845052529cb13ba025e82fd624d,3.10.3,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,4d9abb01d36a149f74912de6436359e0b220fa3e,3.8_1,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,5d09fa638114ba58a586ece1ee1c3b7fada50302,0.5.1,21,2,12,3,4
pires/hazelcast-kubernetes-bootstrapper,4e14280dd3e04dbf008a09bbfb55e80994bb8f44,3.11.1,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,5173ea6c128c1334c7b291517256c02001766f5f,3.8.2,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,a37e87fa6c46c38fec65c65052aec40240434e05,3.8.5,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,4d37e37f9d9f9acd194c219b9ed48c51a0d45687,3.12,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,05c0dd74d319fd074264b01af5c2988ec84a34af,0.4,25,2,16,3,4
pires/hazelcast-kubernetes-bootstrapper,8d568469594b0784144634ee36b23b3acbfee459,3.8.1,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,956163fdfba93b2eb99034558ec1d49b69fedd18,0.3.1,23,1,14,3,5
pires/hazelcast-kubernetes-bootstrapper,2c672cdcd18e63f335737065480e0ef05cae024c,3.11.2,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,3a7592c4d9f27d0eb070ef28a6f5d2cea7391555,3.9.3,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,226631a96c637942a28125e1e7a06ab688dd0eb8,3.9.0,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,d8209044d5ae24a8b16f72ca9f575f9c57704152,3.12.3,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,bfe24231098a4f755e27ff202cd326170d6ebbfa,0.7.0,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,5099b6327b1c85e4fadd17533ef20d37193e4106,0.4.1,25,2,16,3,4
pires/hazelcast-kubernetes-bootstrapper,70b72f66034555277458c9ff943dc361b16eef4e,0.8.0,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,4c5eb34735d16b5df5e501d2fbd3332f0c39ce9a,3.8.6,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,aa32c1c432d52047961468592c6e21e1b1a29087,3.8,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,f455fd30041139eddaa4b4da8443322846e8b337,null,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,51cc65134a12757a0f071b73110e9e39e9c03ac5,3.12.1,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,c06427eff689dd44d4d713463d50778dec626564,3.9.2,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,9fd4a3ec3c565cf92d93513b309952bd72e14d1f,3.8.3,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,5f5f37b0c3a0f0b1aeb233a2868cdeb574859bd4,3.8.4,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,903912943fc74bb4de553fe3965da69e9621d177,3.11,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,deaf6aa88535b467ab0320901dbdd0ff53c66141,3.10,20,2,11,3,4
pires/hazelcast-kubernetes-bootstrapper,61e8f4ae0577eaec46f962027a356e662789c4d7,3.10.6,20,2,11,3,4
davidmoten/aws-maven-plugin,f595b7956e06022ab80ad17636c2b7f312263969,0.2.4,48,1,32,7,8
davidmoten/aws-maven-plugin,f98c389d040d9b1a69f68288873b3aba104bccca,0.2.9,50,1,31,9,9
davidmoten/aws-maven-plugin,f77b2c418cbf6f7248d6f8028ceeaff02ed9ac58,0.2.3,48,1,34,7,6
davidmoten/aws-maven-plugin,a31a898affbc9dd9d0e34d252897310789597c16,0.2.18,52,1,31,11,9
davidmoten/aws-maven-plugin,9d4d06520ea810a714a1c2ca943850f12e080f4f,0.2.12,50,1,31,9,9
davidmoten/aws-maven-plugin,eeced8d1bb64bdf1b77992e979ffc01553569366,0.2,27,1,19,4,3
davidmoten/aws-maven-plugin,78b735b4f8905c1efba739678d33270bb842e1c0,0.2.2,48,1,34,7,6
davidmoten/aws-maven-plugin,7bc15c5515251f7e487c0ff896fd1b894f728f89,0.2.6,50,1,33,8,8
davidmoten/aws-maven-plugin,6ee53e14b873f4e6caf30110bc6b1d95c259b8c4,0.2.13,50,1,31,9,9
davidmoten/aws-maven-plugin,b838647b6cd24e55b7ec86eebd0a60c0714bcbb9,0.2.19,52,0,32,11,9
davidmoten/aws-maven-plugin,4eaf90fdb29d80a0d9d27fb340acc461ee2e8a99,0.2.24,52,0,32,11,9
davidmoten/aws-maven-plugin,5360ff895ed3a6e8169a94fe5cd84d742d3b6574,0.2.21,52,0,32,11,9
davidmoten/aws-maven-plugin,039c4507517db6cb918d5e501c61334fe7ba9f54,0.2.25,52,0,32,11,9
davidmoten/aws-maven-plugin,37adf1c2abd91650739ef89e995a409eba7be566,0.2.10,50,1,31,9,9
davidmoten/aws-maven-plugin,5285a8f959dfa47b0b60be9bea7fbe31a653b09c,0.2.17,52,1,31,11,9
davidmoten/aws-maven-plugin,aa45c2c60c1dfca5e58834bf1b20b5feb8909369,null,52,0,32,11,9
davidmoten/aws-maven-plugin,f4416558f15b3a0e34655ad62220d0b04772972d,0.2.22,52,0,32,11,9
davidmoten/aws-maven-plugin,229659946dc0d637289b228895b252d36f77a40e,0.2.14,51,1,31,10,9
davidmoten/aws-maven-plugin,6cc328c57a91cc371ba0ec786f7fcea60559e4d5,0.2.23,52,0,32,11,9
davidmoten/aws-maven-plugin,65c22fa10b13a514f2654934e4c6050ff37283e6,0.1,27,1,19,4,3
davidmoten/aws-maven-plugin,be6dbf90e3124faea1978825fcfa0765b20a200e,0.2.8,50,1,33,8,8
davidmoten/aws-maven-plugin,f4bb89e96eef5ee24be9582474e4a2203f3dc38e,0.2.5,50,1,33,8,8
davidmoten/aws-maven-plugin,4c998d6cd3215e8e0c53c14ef43664a1230a45f7,0.2.11,50,1,31,9,9
davidmoten/aws-maven-plugin,a2bc96bdf4160c89dfffa28b8232e569e2241716,0.2.15,52,2,31,10,9
davidmoten/aws-maven-plugin,27aa27ad8a04f49cb07911919899685da4731aa4,0.2.26,52,0,32,11,9
davidmoten/aws-maven-plugin,bd712ddb952274b184a64166c58913c00aba77f7,0.2.20,52,0,32,11,9
davidmoten/aws-maven-plugin,72cb8c59064b9d4e48bc9d35644ccfb7c2218d54,0.2.7,50,1,33,8,8
davidmoten/aws-maven-plugin,d6f5fe8c1e17e14b7fff5de0c85885abc7bc73f9,0.2.16,52,1,31,11,9
wildfly/jandex,835b69d935e75e0581e0906d43f046c78295627c,1.1.0.Final,3,0,1,2,0
wildfly/jandex,1fba2ecb338d64427069d9bfbb60ea5233020085,1.0.0.Beta6,3,0,1,2,0
wildfly/jandex,839127c31ed83b1b054fe5b6c567a36f261ac93c,1.2.0.Beta1,3,0,1,2,0
wildfly/jandex,8e3be61a16a8259cdb51a3ff96f82a9dc90a4141,2.0.0.Beta4,4,0,1,3,0
wildfly/jandex,e1a1010b5e4c1f20ba4d5ecf30622362687d2423,2.0.0.Beta3,4,0,1,3,0
wildfly/jandex,914be5bc4a835dc3c07fcbda65e380fb6070da5c,null,5,0,1,4,0
wildfly/jandex,a966c276c4792f47c83707baf13c330308410ca5,2.0.0.Final,4,0,1,3,0
wildfly/jandex,6e7790bc02bd705ecf6b87d696d8ecbe583d4fca,2.1.1.Final,4,0,1,3,0
wildfly/jandex,29cc25bdd5e41da8d315f28142cbf2754658c9cf,2.0.1.Final,4,0,1,3,0
wildfly/jandex,877a93fd1ccf57c2645ea11fec48e22f03a7f00f,1.0.0.Beta4,1,0,0,1,0
wildfly/jandex,c1e949166d98766b67815bb078067ffd89d71cbd,1.0.3.Final,3,0,1,2,0
wildfly/jandex,8ef4d7a8fc10ff03907a3f6135fc23379809d2ba,2.0.0.Alpha1,3,0,1,2,0
wildfly/jandex,f56d97e764c4962638ce95e95477ccfa8894e73c,1.2.1.Final,3,0,1,2,0
wildfly/jandex,cb2ee6bfab391c2abe198c08eaac51e14892513a,2.1.0.Beta3,4,0,1,3,0
wildfly/jandex,d57679241803fcf9ae661f5293325834ada62eef,2.0.0.Beta2,4,0,1,3,0
wildfly/jandex,56734b0d7489792f639b4dce87c4eb7c98211156,1.0.0.Beta5,1,0,0,1,0
wildfly/jandex,2c6c2ded57bb97066e19ce033ff257745b102d0f,2.1.2.Final,5,0,1,4,0
wildfly/jandex,1bb5cbd4beb52635f55564c76bc17c10c8080446,1.0.0.Beta3,1,0,0,1,0
wildfly/jandex,b2b536a4f23b33f3096f261c1c9c15c00e634f9a,null,6,0,1,4,1
wildfly/jandex,3d22c1aa0a82725c4dd3f46d24ad776fa35f2668,2.2.2.Final,6,0,1,4,1
